distcode,error,norm_error
1001,325.90432249291,1.04122786738949
1002,145.312341586994,0.171967268150289
1003,130.84490459882,0.120594382118729
1004,199.548114590039,0.753011753169957
1005,247.006396025434,0.218589730995959
1006,249.57026753306,0.145691925004705
1007,167.781676561087,0.45469289040945
1008,135.177165271589,0.385120128978887
1010,171.793805106915,0.162992224959123
1011,95.6078220948293,0.0942877929929283
1012,31.337304892935,0.0499001670269665
1013,80.0056211488268,0.544255926182495
1014,24.5628022103471,0.0357537150077832
1015,98.2442914700193,0.102551452473924
1016,32.2441547759543,0.0602694481793538
1017,43.7415355436663,0.0498763233109079
1018,3.04152153838027,0.00605880784537902
1019,66.6828027660282,0.0926150038417058
1020,36.1557774633484,0.0377015406291433
1021,64.5959634305709,0.0551630772250819
1022,50.3553873518836,0.0575490141164384
1023,215.401990795956,0.296288845661563
1024,134.550229277529,0.184568215744209
1025,304.851840230738,0.290335085934036
1026,277.242620872172,0.22394395870127
1027,191.700411220778,0.214429990179841
1028,274.198226366334,0.634718116588736
1029,123.969886563134,0.124843793114939
1030,222.652106032723,0.12832974411108
1031,73.6445776630884,0.114711180160574
1032,321.256954677267,0.22232315202579
1033,130.156785308028,0.156250642626684
1034,262.067467980472,0.197637607828411
1035,129.176200887154,0.109378662901909
1036,240.869461752288,0.286068244361388
1037,126.786281605857,0.220497881053664
1038,56.2620556242969,0.0431126863021432
1039,164.974013941932,0.168512782371738
1040,58.2950630266305,0.0420599300336439
1041,178.206572974623,0.244789248591515
1042,293.224627909149,0.373534557846049
1043,218.111996749444,0.437098189878646
1044,174.524228632929,0.185269881775933
1045,422.508701499771,0.340458260676689
1046,186.839557288205,0.190264314957439
1047,6.13675010119664,0.00983453541858436
1048,101.57373858013,0.245941255641962
1049,222.761294401976,0.335483877111409
1050,192.787114540385,0.198954710567993
8001,103.023623104222,0.0603536163469374
8002,35.5714528841679,0.140045090095149
8003,96.8961764550799,0.343603462606666
8004,24.8898770066692,0.0685671542883448
8005,57.3434525483945,0.25040808973098
8006,26.7866460438898,0.147992519579502
8007,239.183650205316,0.988362190931058
8008,331.196293033163,0.853598693384441
8009,259.57953327859,0.344269938035266
8010,156.01155933261,0.579968622054313
8011,90.248953273002,0.399331651650451
8012,203.373139839745,0.753233851258314
8013,207.029560307543,0.747399134684271
8014,109.616179263375,0.355896685920048
8015,73.3127305706369,0.479168173664293
8016,17.4550508418789,0.0552375026641736
8017,150.117738313394,0.473557534111655
8018,40.5916198514712,0.828400405132065
8019,46.6578807829773,0.282775035048347
8020,108.27752943137,0.368290916433231
8021,14.8957753082923,0.113708208460247
8022,0.154229039239681,0.00091802999547429
8023,38.2780709740653,0.262178568315516
8101,740.074168864886,0.501065787992475
8102,41.0976589041996,0.2978091224942
8103,77.8383146131629,0.540543851480298
8104,78.2454945804103,0.171215524245974
8105,91.3581803112211,0.363976813988929
8106,5.89604471554514,0.0737005589443143
8107,31.830170381996,0.338618833851021
8108,180.725317256875,1.28173983870124
